"Threshold","Variables","TrainingDataSize","avgProfit","avgHitRate","avgBets"
"Med","MFTHGt , MFTAGm","Min",-1057,0.497961088475794,96
"Med","MFTHGt , MFTAGm , MFTHGm","Low",-597.666666666667,0.512364718614719,75.6666666666667
"Med","MFTHGt , MFTAGm , MFTHGm","Max",28.3333333333333,0.753769841269841,14.3333333333333
"Med","MFTHGt , MFTAGm , MFTHGm","Med",264.333333333333,0.672562358276644,42.3333333333333
"Med","MFTHGt , MFTAGm , MFTHGm","Min",-900,0.548431594860166,111
"Med","MFTHGt , MFTAGm , MFTHGm , OddO2.5","Low",-1251.33333333333,0.470768154282647,130
"Med","MFTHGt , MFTAGm , MFTHGm , OddO2.5","Max",-67,0.595833333333333,13
"Med","MFTHGt , MFTAGm , MFTHGm , OddO2.5","Med",-199,0.500539275539276,67
"Med","MFTHGt , MFTAGm , MFTHGm , OddO2.5","Min",-2031,0.478533585151232,194
"Med","MFTHGt , MFTAGm , OddO2.5","Low",-1110,0.44823249750786,123
"Med","MFTHGt , MFTAGm , OddO2.5","Max",149.666666666667,0.557539682539683,12.6666666666667
"Med","MFTHGt , MFTAGm , OddO2.5","Med",113.333333333333,0.490743647886505,66.6666666666667
"Med","MFTHGt , MFTAGm , OddO2.5","Min",-1763.33333333333,0.453738010355657,183
"Med","MFTHGt , MFTHGm","Low",-390.333333333333,0.534060846560847,64.6666666666667
"Med","MFTHGt , MFTHGm","Max",32.3333333333333,0.642063492063492,13
"Med","MFTHGt , MFTHGm","Med",305.666666666667,0.649659863945578,38.3333333333333
"Med","MFTHGt , MFTHGm","Min",-759,0.538041181384835,97.6666666666667
"Med","MFTHGt , MFTHGm , OddO2.5","Low",-418.333333333333,0.506553130511464,126.333333333333
"Med","MFTHGt , MFTHGm , OddO2.5","Max",38,0.606944444444444,12
"Med","MFTHGt , MFTHGm , OddO2.5","Med",453.666666666667,0.549428382464097,64.6666666666667
"Med","MFTHGt , MFTHGm , OddO2.5","Min",-1048.33333333333,0.507626488095238,188.666666666667
"Med","MFTHGt , OddO2.5","Low",-841.333333333333,0.452792874396135,113.333333333333
"Med","MFTHGt , OddO2.5","Max",94,0.484391534391534,11
"Med","MFTHGt , OddO2.5","Med",106,0.488941217512646,60.6666666666667
"Med","MFTHGt , OddO2.5","Min",-1749,0.441362386705524,169.333333333333
"Med","OddO2.5","Low",-661,0.454001322751323,110.333333333333
"Med","OddO2.5","Max",42.6666666666666,0.444444444444444,9.66666666666667
"Med","OddO2.5","Med",123,0.483185068899355,58.6666666666667
"Med","OddO2.5","Min",-1564,0.450769600769601,166.333333333333
"Max","MFTAGm","Low",-323.666666666667,0.413888888888889,37.3333333333333
"Max","MFTAGm","Max",63.6666666666667,NA,6.33333333333333
"Max","MFTAGm","Med",125.666666666667,NA,19.3333333333333
"Max","MFTAGm","Min",-372,0.528119920807829,59.6666666666667
"Max","MFTAGm , MFTHGm","Low",-345,0.504408212560386,41
"Max","MFTAGm , MFTHGm","Max",5.33333333333332,0.722222222222222,8.66666666666667
"Max","MFTAGm , MFTHGm","Med",175.666666666667,0.631746031746032,23.6666666666667
"Max","MFTAGm , MFTHGm","Min",-450.333333333333,0.564377599524658,67
"Max","MFTAGm , MFTHGm , OddO2.5","Low",-20.3333333333335,0.528944633408919,62.3333333333333
"Max","MFTAGm , MFTHGm , OddO2.5","Max",143,0.833333333333333,4.33333333333333
"Max","MFTAGm , MFTHGm , OddO2.5","Med",300.333333333333,0.562481962481962,28
"Max","MFTAGm , MFTHGm , OddO2.5","Min",-858.666666666667,0.512345775660406,112
"Max","MFTAGm , OddO2.5","Low",-527,0.449963924963925,69.6666666666667
"Max","MFTAGm , OddO2.5","Max",120.333333333333,0.777777777777778,3.66666666666667
"Max","MFTAGm , OddO2.5","Med",98.3333333333333,0.479208754208754,32
"Max","MFTAGm , OddO2.5","Min",-1113,0.447786221536569,113.666666666667
"Max","MFTAGt","Low",-299,0.499025341130604,28.3333333333333
"Max","MFTAGt","Max",-16,0.472222222222222,7
"Max","MFTAGt","Med",-211,0.506734006734007,20
"Max","MFTAGt","Min",-661.333333333333,0.426929392446634,39
"Max","MFTAGt , MFTAGm","Low",-389.333333333333,0.457664812374957,41.6666666666667
"Max","MFTAGt , MFTAGm","Max",122.666666666667,0.798611111111111,8.33333333333333
"Max","MFTAGt , MFTAGm","Med",94.3333333333334,0.525793650793651,24.6666666666667
"Max","MFTAGt , MFTAGm","Min",-703,0.524126920837447,64.3333333333333
"Max","MFTAGt , MFTAGm , MFTHGm","Low",-243,0.511076604554865,41
"Max","MFTAGt , MFTAGm , MFTHGm","Max",21,0.763888888888889,8.33333333333333
"Max","MFTAGt , MFTAGm , MFTHGm","Med",47,0.592460317460317,25
"Max","MFTAGt , MFTAGm , MFTHGm","Min",-657,0.563727726346322,71
"Max","MFTAGt , MFTAGm , MFTHGm , OddO2.5","Low",-63.0000000000001,0.513865268329554,65
"Max","MFTAGt , MFTAGm , MFTHGm , OddO2.5","Max",104.666666666667,0.763888888888889,4.66666666666667
"Max","MFTAGt , MFTAGm , MFTHGm , OddO2.5","Med",424,0.574134199134199,29.6666666666667
"Max","MFTAGt , MFTAGm , MFTHGm , OddO2.5","Min",-703.333333333333,0.519248416212363,111.333333333333
"Max","MFTAGt , MFTAGm , OddO2.5","Low",-559.666666666667,0.427116402116402,67
"Max","MFTAGt , MFTAGm , OddO2.5","Max",183.333333333333,0.777777777777778,3.66666666666667
"Max","MFTAGt , MFTAGm , OddO2.5","Med",-99,0.425757575757576,31
"Max","MFTAGt , MFTAGm , OddO2.5","Min",-1319,0.432666932062962,107.333333333333
"Max","MFTAGt , MFTHGm","Low",-52.6666666666667,0.587022397891963,39.6666666666667
"Max","MFTAGt , MFTHGm","Max",24.6666666666667,0.618055555555556,7
"Max","MFTAGt , MFTHGm","Med",395,0.741208791208791,23
"Max","MFTAGt , MFTHGm","Min",-322.666666666667,0.563217427733557,62
"Max","MFTAGt , MFTHGm , OddO2.5","Low",-335.666666666667,0.487870422653031,67
"Max","MFTAGt , MFTHGm , OddO2.5","Max",71.3333333333333,0.597222222222222,5
"Max","MFTAGt , MFTHGm , OddO2.5","Med",224.333333333333,0.530979668479668,31
"Max","MFTAGt , MFTHGm , OddO2.5","Min",-800.333333333333,0.49459596929355,111.333333333333
"Max","MFTAGt , MFTHGt","Low",-487.333333333333,0.447441809398331,34.6666666666667
"Max","MFTAGt , MFTHGt","Max",3.33333333333333,NA,6
"Max","MFTAGt , MFTHGt","Med",120.666666666667,0.506074481074481,20.3333333333333
"Max","MFTAGt , MFTHGt","Min",-1013.66666666667,0.397756117206548,50.3333333333333
"Max","MFTAGt , MFTHGt , MFTAGm","Low",-387.333333333333,0.482070707070707,41
"Max","MFTAGt , MFTHGt , MFTAGm","Max",-31.3333333333333,NA,9
"Max","MFTAGt , MFTHGt , MFTAGm","Med",53.0000000000001,NA,24.3333333333333
"Max","MFTAGt , MFTHGt , MFTAGm","Min",-641.666666666667,0.548887235449735,63.6666666666667
"Max","MFTAGt , MFTHGt , MFTAGm , MFTHGm","Low",-305,0.467437313089487,43.6666666666667
"Max","MFTAGt , MFTHGt , MFTAGm , MFTHGm","Max",91,0.763888888888889,6.66666666666667
"Max","MFTAGt , MFTHGt , MFTAGm , MFTHGm","Med",163.666666666667,0.759920634920635,24.3333333333333
"Max","MFTAGt , MFTHGt , MFTAGm , MFTHGm","Min",-706.333333333333,0.54270229173455,75.3333333333333
"Max","MFTAGt , MFTHGt , MFTAGm , MFTHGm , OddO2.5","Low",-260.333333333333,0.519921785139176,67
"Max","MFTAGt , MFTHGt , MFTAGm , MFTHGm , OddO2.5","Max",53,0.699074074074074,4.66666666666667
"Max","MFTAGt , MFTHGt , MFTAGm , MFTHGm , OddO2.5","Med",229.666666666667,0.567948717948718,31
