"Threshold","Variables","TrainingDataSize","avgProfit","avgHitRate","avgBets"
"Max","MFTAGm , OddO2.5","Max",-33.3333333333333,NA,0.333333333333333
"Max","MFTAGm , OddO2.5","Med",-265,0.231481481481481,9.66666666666667
"Max","MFTAGm , OddO2.5","Min",-196,0.366477272727273,28
"Max","MFTAGt","Low",369.666666666667,0.623484848484849,31
"Max","MFTAGt","Max",-84,0.652777777777778,5
"Max","MFTAGt","Med",73.3333333333333,0.611772486772487,21
"Max","MFTAGt","Min",289.666666666667,0.579758852258852,42
"Max","MFTAGt , MFTAGm","Low",215,0.596307798481712,26.6666666666667
"Max","MFTAGt , MFTAGm","Max",19.3333333333333,0.638888888888889,4.33333333333333
"Max","MFTAGt , MFTAGm","Med",132,0.634472934472935,16.3333333333333
"Max","MFTAGt , MFTAGm","Min",298.666666666667,0.553703703703704,43
"Max","MFTAGt , MFTAGm , MFTHGm","Low",-19,0.589285714285714,27.3333333333333
"Max","MFTAGt , MFTAGm , MFTHGm","Max",-28,0.583333333333333,3.33333333333333
"Max","MFTAGt , MFTAGm , MFTHGm","Med",-213.333333333333,0.499905033238367,17.6666666666667
"Max","MFTAGt , MFTAGm , MFTHGm","Min",65.3333333333333,0.566081871345029,46
"Max","MFTAGt , MFTAGm , MFTHGm , OddO2.5","Low",-151.666666666667,0.352152477152477,16.3333333333333
"Max","MFTAGt , MFTAGm , MFTHGm , OddO2.5","Max",-66.6666666666667,NA,0.666666666666667
"Max","MFTAGt , MFTAGm , MFTHGm , OddO2.5","Med",-57.3333333333333,0.386243386243386,9
"Max","MFTAGt , MFTAGm , MFTHGm , OddO2.5","Min",-215.333333333333,0.400162337662338,32
"Max","MFTAGt , MFTAGm , OddO2.5","Low",144,0.344877344877345,19.6666666666667
"Max","MFTAGt , MFTAGm , OddO2.5","Max",-33.3333333333333,NA,0.333333333333333
"Max","MFTAGt , MFTAGm , OddO2.5","Med",-58.3333333333333,0.305555555555556,10
"Max","MFTAGt , MFTAGm , OddO2.5","Min",-27.6666666666667,0.371717488164857,33.3333333333333
"Max","MFTAGt , MFTHGm","Low",211,0.52866344605475,37.6666666666667
"Max","MFTAGt , MFTHGm","Max",35.3333333333333,0.611111111111111,5.33333333333333
"Max","MFTAGt , MFTHGm","Med",68,0.506054131054131,26
"Max","MFTAGt , MFTHGm","Min",29.6666666666667,0.515972222222222,54
"Max","MFTAGt , MFTHGm , OddO2.5","Low",-356,0.293188293188293,18.6666666666667
"Max","MFTAGt , MFTHGm , OddO2.5","Max",-133.333333333333,0,1.33333333333333
"Max","MFTAGt , MFTHGm , OddO2.5","Med",-183.333333333333,0.286706349206349,10.3333333333333
"Max","MFTAGt , MFTHGm , OddO2.5","Min",-607,0.331277777777778,31.3333333333333
"Max","MFTAGt , MFTHGt","Low",307,0.532159833630422,31.6666666666667
"Max","MFTAGt , MFTHGt","Max",35,0.569444444444444,6
"Max","MFTAGt , MFTHGt","Med",90,0.491452991452991,24
"Max","MFTAGt , MFTHGt","Min",267.333333333333,0.520669659558548,44.6666666666667
"Max","MFTAGt , MFTHGt , MFTAGm","Low",-20.3333333333334,0.479819023569024,28.3333333333333
"Max","MFTAGt , MFTHGt , MFTAGm","Max",-94.3333333333333,0.555555555555556,4.66666666666667
"Max","MFTAGt , MFTHGt , MFTAGm","Med",-162,0.478632478632479,17.6666666666667
"Max","MFTAGt , MFTHGt , MFTAGm","Min",125.333333333333,0.51452960357884,48
"Max","MFTAGt , MFTHGt , MFTAGm , MFTHGm","Low",-76,0.536785714285714,24
